participant,item,size,contrast,slider.response,my_rs,total_residuals,unique_item_no,session,trials.thisN,condition_abs,half,literacy,age_textbox.text,gender_slider.response,dot_pitch,res_width,VT_perc_correct,VT_no_correct,difference
33,28,I,N,0.55,0.684772727,73.36,111,﻿64be50112422ccf115aa23f7,51,X,First,26,23,M,0.34660416666666666,1920,0,0,0.13477272699999998
33,34,I,N,0.727777778,0.7925,61.29,135,﻿64be50112422ccf115aa23f7,52,X,First,26,23,M,0.34660416666666666,1920,0,0,0.064722222
33,37,N,I,0.827777778,0.846363636,53.4,148,﻿64be50112422ccf115aa23f7,53,Y,First,26,23,M,0.34660416666666666,1920,0,0,0.01858585800000001
33,44,I,I,0.937037037,0.972045455,23.65,174,﻿64be50112422ccf115aa23f7,54,B,First,26,23,M,0.34660416666666666,1920,0,0,0.035008417999999986
33,34,I,I,0.798148148,0.7925,61.29,134,﻿64be50112422ccf115aa23f7,55,B,First,26,23,M,0.34660416666666666,1920,0,0,-0.0056481480000000195
33,2,I,N,0.159259259,0.217954545,98.2,7,﻿64be50112422ccf115aa23f7,56,X,First,26,23,M,0.34660416666666666,1920,0,0,0.05869528600000001
33,5,N,N,0.314814815,0.271818182,96.99,17,﻿64be50112422ccf115aa23f7,57,A,First,26,23,M,0.34660416666666666,1920,0,0,-0.042996633000000006
33,27,I,N,0.565740741,0.666818182,75.05,107,﻿64be50112422ccf115aa23f7,58,X,First,26,23,M,0.34660416666666666,1920,0,0,0.10107744099999993
33,6,I,N,0.225925926,0.289772727,96.58,23,﻿64be50112422ccf115aa23f7,60,X,First,26,23,M,0.34660416666666666,1920,0,0,0.06384680100000001
33,1,I,I,0.036111111,0.2,98.47,2,﻿64be50112422ccf115aa23f7,61,B,First,26,23,M,0.34660416666666666,1920,0,0,0.163888889
33,38,N,I,0.778703704,0.864318182,50.47,152,﻿64be50112422ccf115aa23f7,62,Y,First,26,23,M,0.34660416666666666,1920,0,0,0.085614478
33,31,I,N,0.808333333,0.738636364,67.86,123,﻿64be50112422ccf115aa23f7,63,X,First,26,23,M,0.34660416666666666,1920,0,0,-0.069696969
33,11,N,I,0.242592593,0.379545455,93.55,44,﻿64be50112422ccf115aa23f7,64,Y,First,26,23,M,0.34660416666666666,1920,0,0,0.13695286199999998
33,11,I,I,0.091666667,0.379545455,93.55,42,﻿64be50112422ccf115aa23f7,65,B,First,26,23,M,0.34660416666666666,1920,0,0,0.287878788
33,31,N,I,0.757407407,0.738636364,67.86,124,﻿64be50112422ccf115aa23f7,66,Y,First,26,23,M,0.34660416666666666,1920,0,0,-0.018771042999999987
33,16,I,I,0.125,0.469318182,89.4,62,﻿64be50112422ccf115aa23f7,67,B,First,26,23,M,0.34660416666666666,1920,0,0,0.344318182
33,25,N,I,0.424074074,0.630909091,78.2,100,﻿64be50112422ccf115aa23f7,68,Y,First,26,23,M,0.34660416666666666,1920,0,0,0.206835017
33,7,I,I,0.208333333,0.307727273,96.03,26,﻿64be50112422ccf115aa23f7,69,B,First,26,23,M,0.34660416666666666,1920,0,0,0.09939394000000001
33,7,N,N,0.34537037,0.307727273,96.03,25,﻿64be50112422ccf115aa23f7,70,A,First,26,23,M,0.34660416666666666,1920,0,0,-0.03764309699999996
33,44,N,N,0.956481481,0.972045455,23.65,173,﻿64be50112422ccf115aa23f7,71,A,First,26,23,M,0.34660416666666666,1920,0,0,0.01556397399999998
33,3,I,N,0.087037037,0.235909091,97.87,11,﻿64be50112422ccf115aa23f7,72,X,First,26,23,M,0.34660416666666666,1920,0,0,0.14887205399999998
33,33,I,N,0.767592593,0.774545455,63.57,131,﻿64be50112422ccf115aa23f7,73,X,First,26,23,M,0.34660416666666666,1920,0,0,0.006952862000000004
33,30,I,I,0.336111111,0.720681818,69.76,118,﻿64be50112422ccf115aa23f7,74,B,First,26,23,M,0.34660416666666666,1920,0,0,0.38457070699999996
33,31,I,I,0.351851852,0.738636364,67.86,122,﻿64be50112422ccf115aa23f7,75,B,First,26,23,M,0.34660416666666666,1920,0,0,0.38678451199999997
33,15,I,N,0.098148148,0.451363636,90.29,59,﻿64be50112422ccf115aa23f7,76,X,First,26,23,M,0.34660416666666666,1920,0,0,0.353215488
33,24,N,I,0.480555556,0.612954545,79.66,96,﻿64be50112422ccf115aa23f7,77,Y,First,26,23,M,0.34660416666666666,1920,0,0,0.13239898900000002
33,14,I,N,0.351851852,0.433409091,91.2,55,﻿64be50112422ccf115aa23f7,78,X,First,26,23,M,0.34660416666666666,1920,0,0,0.081557239
33,34,N,I,0.74537037,0.7925,61.29,136,﻿64be50112422ccf115aa23f7,79,Y,First,26,23,M,0.34660416666666666,1920,0,0,0.04712963000000003
33,32,I,N,0.652777778,0.756590909,65.73,127,﻿64be50112422ccf115aa23f7,80,X,First,26,23,M,0.34660416666666666,1920,0,0,0.103813131
33,4,I,I,0,0.253863636,97.45,14,﻿64be50112422ccf115aa23f7,81,B,First,26,23,M,0.34660416666666666,1920,0,0,0.253863636
33,26,N,N,0.874074074,0.648863636,76.62,101,﻿64be50112422ccf115aa23f7,82,A,First,26,23,M,0.34660416666666666,1920,0,0,-0.22521043800000007
33,19,I,I,0.20462963,0.523181818,86.21,74,﻿64be50112422ccf115aa23f7,83,B,First,26,23,M,0.34660416666666666,1920,0,0,0.31855218799999996
33,12,N,I,0.206481481,0.3975,92.82,48,﻿64be50112422ccf115aa23f7,84,Y,First,26,23,M,0.34660416666666666,1920,0,0,0.19101851900000003
33,21,N,N,0.765740741,0.559090909,83.77,81,﻿64be50112422ccf115aa23f7,85,A,First,26,23,M,0.34660416666666666,1920,0,0,-0.20664983199999998
33,31,N,N,0.923148148,0.738636364,67.86,121,﻿64be50112422ccf115aa23f7,86,A,First,26,23,M,0.34660416666666666,1920,0,0,-0.184511784
33,42,N,I,0.957407407,0.936136364,35.25,168,﻿64be50112422ccf115aa23f7,87,Y,First,26,23,M,0.34660416666666666,1920,0,0,-0.021271043000000045
33,30,N,N,0.830555556,0.720681818,69.76,117,﻿64be50112422ccf115aa23f7,88,A,First,26,23,M,0.34660416666666666,1920,0,0,-0.109873738
33,27,N,I,0.637037037,0.666818182,75.05,108,﻿64be50112422ccf115aa23f7,89,Y,First,26,23,M,0.34660416666666666,1920,0,0,0.029781144999999953
33,13,N,I,0.299074074,0.415454545,91.98,52,﻿64be50112422ccf115aa23f7,90,Y,First,26,23,M,0.34660416666666666,1920,0,0,0.11638047099999999
33,15,I,I,0.236111111,0.451363636,90.29,58,﻿64be50112422ccf115aa23f7,91,B,First,26,23,M,0.34660416666666666,1920,0,0,0.215252525
33,17,I,I,0.265740741,0.487272727,88.33,66,﻿64be50112422ccf115aa23f7,92,B,First,26,23,M,0.34660416666666666,1920,0,0,0.22153198600000001
33,44,I,N,0.97962963,0.972045455,23.65,175,﻿64be50112422ccf115aa23f7,93,X,Second,26,23,M,0.34660416666666666,1920,0,0,-0.007584175000000082
33,41,I,I,0.739814815,0.918181818,39.66,162,﻿64be50112422ccf115aa23f7,94,B,Second,26,23,M,0.34660416666666666,1920,0,0,0.17836700299999997
33,23,N,N,0.821296296,0.595,81.13,89,﻿64be50112422ccf115aa23f7,95,A,Second,26,23,M,0.34660416666666666,1920,0,0,-0.226296296
33,32,N,I,0.57962963,0.756590909,65.73,128,﻿64be50112422ccf115aa23f7,96,Y,Second,26,23,M,0.34660416666666666,1920,0,0,0.17696127900000003
33,3,N,N,0.391666667,0.235909091,97.87,9,﻿64be50112422ccf115aa23f7,97,A,Second,26,23,M,0.34660416666666666,1920,0,0,-0.15575757600000004
33,23,I,N,0.246296296,0.595,81.13,91,﻿64be50112422ccf115aa23f7,98,X,Second,26,23,M,0.34660416666666666,1920,0,0,0.34870370399999995
33,2,I,I,0.022222222,0.217954545,98.2,6,﻿64be50112422ccf115aa23f7,99,B,Second,26,23,M,0.34660416666666666,1920,0,0,0.19573232299999999
33,10,N,I,0.328703704,0.361590909,94.23,40,﻿64be50112422ccf115aa23f7,100,Y,Second,26,23,M,0.34660416666666666,1920,0,0,0.03288720500000003
33,5,I,N,0.086111111,0.271818182,96.99,19,﻿64be50112422ccf115aa23f7,101,X,Second,26,23,M,0.34660416666666666,1920,0,0,0.185707071
33,9,I,N,0.086111111,0.343636364,94.9,35,﻿64be50112422ccf115aa23f7,102,X,Second,26,23,M,0.34660416666666666,1920,0,0,0.257525253
33,18,N,I,0.352777778,0.505227273,87.36,72,﻿64be50112422ccf115aa23f7,103,Y,Second,26,23,M,0.34660416666666666,1920,0,0,0.15244949500000005
33,11,I,N,0.371296296,0.379545455,93.55,43,﻿64be50112422ccf115aa23f7,104,X,Second,26,23,M,0.34660416666666666,1920,0,0,0.00824915899999995
33,22,N,N,0.690740741,0.577045455,82.45,85,﻿64be50112422ccf115aa23f7,105,A,Second,26,23,M,0.34660416666666666,1920,0,0,-0.113695286
33,28,N,N,0.755555556,0.684772727,73.36,109,﻿64be50112422ccf115aa23f7,106,A,Second,26,23,M,0.34660416666666666,1920,0,0,-0.07078282899999999
33,24,I,I,0.25,0.612954545,79.66,94,﻿64be50112422ccf115aa23f7,107,B,Second,26,23,M,0.34660416666666666,1920,0,0,0.362954545
33,2,N,N,0.501851852,0.217954545,98.2,5,﻿64be50112422ccf115aa23f7,108,A,Second,26,23,M,0.34660416666666666,1920,0,0,-0.28389730700000004
33,26,I,I,0.321296296,0.648863636,76.62,102,﻿64be50112422ccf115aa23f7,109,B,Second,26,23,M,0.34660416666666666,1920,0,0,0.32756734
33,35,N,I,0.752777778,0.810454545,58.87,140,﻿64be50112422ccf115aa23f7,110,Y,Second,26,23,M,0.34660416666666666,1920,0,0,0.05767676700000002
33,42,I,N,0.889814815,0.936136364,35.25,167,﻿64be50112422ccf115aa23f7,111,X,Second,26,23,M,0.34660416666666666,1920,0,0,0.04632154899999996
33,6,N,N,0.8,0.289772727,96.58,21,﻿64be50112422ccf115aa23f7,112,A,Second,26,23,M,0.34660416666666666,1920,0,0,-0.510227273
33,32,N,N,0.861111111,0.756590909,65.73,125,﻿64be50112422ccf115aa23f7,113,A,Second,26,23,M,0.34660416666666666,1920,0,0,-0.104520202
33,38,I,I,0.708333333,0.864318182,50.47,150,﻿64be50112422ccf115aa23f7,114,B,Second,26,23,M,0.34660416666666666,1920,0,0,0.15598484899999998
33,19,N,N,0.744444444,0.523181818,86.21,73,﻿64be50112422ccf115aa23f7,116,A,Second,26,23,M,0.34660416666666666,1920,0,0,-0.22126262600000002
33,15,N,N,0.702777778,0.451363636,90.29,57,﻿64be50112422ccf115aa23f7,117,A,Second,26,23,M,0.34660416666666666,1920,0,0,-0.25141414199999995
33,20,I,N,0.400925926,0.541136364,85.04,79,﻿64be50112422ccf115aa23f7,118,X,Second,26,23,M,0.34660416666666666,1920,0,0,0.140210438
33,3,N,I,0.132407407,0.235909091,97.87,12,﻿64be50112422ccf115aa23f7,119,Y,Second,26,23,M,0.34660416666666666,1920,0,0,0.10350168399999998
33,8,I,I,0.175,0.325681818,95.52,30,﻿64be50112422ccf115aa23f7,120,B,Second,26,23,M,0.34660416666666666,1920,0,0,0.15068181800000002
33,8,N,N,0.612962963,0.325681818,95.52,29,﻿64be50112422ccf115aa23f7,121,A,Second,26,23,M,0.34660416666666666,1920,0,0,-0.28728114499999996
33,40,I,I,0.860185185,0.900227273,43.56,158,﻿64be50112422ccf115aa23f7,122,B,Second,26,23,M,0.34660416666666666,1920,0,0,0.04004208800000009
33,26,I,N,0.663888889,0.648863636,76.62,103,﻿64be50112422ccf115aa23f7,123,X,Second,26,23,M,0.34660416666666666,1920,0,0,-0.015025253000000016
33,37,N,N,0.915740741,0.846363636,53.4,145,﻿64be50112422ccf115aa23f7,124,A,Second,26,23,M,0.34660416666666666,1920,0,0,-0.06937710500000005
33,28,I,I,0.567592593,0.684772727,73.36,110,﻿64be50112422ccf115aa23f7,125,B,Second,26,23,M,0.34660416666666666,1920,0,0,0.11718013400000005
33,28,N,I,0.59537037,0.684772727,73.36,112,﻿64be50112422ccf115aa23f7,126,Y,Second,26,23,M,0.34660416666666666,1920,0,0,0.08940235699999999
33,14,I,I,0.237962963,0.433409091,91.2,54,﻿64be50112422ccf115aa23f7,127,B,Second,26,23,M,0.34660416666666666,1920,0,0,0.19544612800000002
33,20,N,N,0.775925926,0.541136364,85.04,77,﻿64be50112422ccf115aa23f7,128,A,Second,26,23,M,0.34660416666666666,1920,0,0,-0.234789562
33,45,N,N,1,0.99,14.13,177,﻿64be50112422ccf115aa23f7,129,A,Second,26,23,M,0.34660416666666666,1920,0,0,-0.010000000000000009
33,39,N,N,0.885185185,0.882272727,47.19,153,﻿64be50112422ccf115aa23f7,130,A,Second,26,23,M,0.34660416666666666,1920,0,0,-0.002912457999999951
33,29,N,N,0.844444444,0.702727273,71.6,113,﻿64be50112422ccf115aa23f7,131,A,Second,26,23,M,0.34660416666666666,1920,0,0,-0.14171717099999992
33,37,I,N,0.757407407,0.846363636,53.4,147,﻿64be50112422ccf115aa23f7,132,X,Second,26,23,M,0.34660416666666666,1920,0,0,0.088956229
33,5,I,I,0.242592593,0.271818182,96.99,18,﻿64be50112422ccf115aa23f7,133,B,Second,26,23,M,0.34660416666666666,1920,0,0,0.029225589000000024
33,30,N,I,0.755555556,0.720681818,69.76,120,﻿64be50112422ccf115aa23f7,134,Y,Second,26,23,M,0.34660416666666666,1920,0,0,-0.03487373800000004
33,43,I,N,0.950925926,0.954090909,30.04,171,﻿64be50112422ccf115aa23f7,135,X,Second,26,23,M,0.34660416666666666,1920,0,0,0.00316498300000001
33,36,N,I,0.727777778,0.828409091,56.22,144,﻿64be50112422ccf115aa23f7,136,Y,Second,26,23,M,0.34660416666666666,1920,0,0,0.10063131300000006
33,39,I,I,0.659259259,0.882272727,47.19,154,﻿64be50112422ccf115aa23f7,137,B,Second,26,23,M,0.34660416666666666,1920,0,0,0.223013468
33,1,N,I,0.085185185,0.2,98.47,4,﻿64be50112422ccf115aa23f7,138,Y,Second,26,23,M,0.34660416666666666,1920,0,0,0.11481481500000001
33,13,I,I,0.175925926,0.415454545,91.98,50,﻿64be50112422ccf115aa23f7,139,B,Second,26,23,M,0.34660416666666666,1920,0,0,0.239528619
33,39,N,I,0.774074074,0.882272727,47.19,156,﻿64be50112422ccf115aa23f7,140,Y,Second,26,23,M,0.34660416666666666,1920,0,0,0.10819865300000009
33,12,I,I,0.175,0.3975,92.82,46,﻿64be50112422ccf115aa23f7,141,B,Second,26,23,M,0.34660416666666666,1920,0,0,0.22250000000000003
33,18,I,N,0.394444444,0.505227273,87.36,71,﻿64be50112422ccf115aa23f7,142,X,Second,26,23,M,0.34660416666666666,1920,0,0,0.11078282900000003
33,35,N,N,0.910185185,0.810454545,58.87,137,﻿64be50112422ccf115aa23f7,143,A,Second,26,23,M,0.34660416666666666,1920,0,0,-0.09973063999999998
33,22,N,I,0.47037037,0.577045455,82.45,88,﻿64be50112422ccf115aa23f7,144,Y,Second,26,23,M,0.34660416666666666,1920,0,0,0.10667508500000006
33,9,N,I,0.285185185,0.343636364,94.9,36,﻿64be50112422ccf115aa23f7,145,Y,Second,26,23,M,0.34660416666666666,1920,0,0,0.05845117900000002
33,37,I,I,0.653703704,0.846363636,53.4,146,﻿64be50112422ccf115aa23f7,146,B,Second,26,23,M,0.34660416666666666,1920,0,0,0.19265993199999998
33,16,I,N,0.609259259,0.469318182,89.4,63,﻿64be50112422ccf115aa23f7,147,X,Second,26,23,M,0.34660416666666666,1920,0,0,-0.13994107700000002
33,4,N,I,0.169444444,0.253863636,97.45,16,﻿64be50112422ccf115aa23f7,148,Y,Second,26,23,M,0.34660416666666666,1920,0,0,0.084419192
33,26,N,I,0.533333333,0.648863636,76.62,104,﻿64be50112422ccf115aa23f7,149,Y,Second,26,23,M,0.34660416666666666,1920,0,0,0.115530303
33,17,N,N,0.738888889,0.487272727,88.33,65,﻿64be50112422ccf115aa23f7,150,A,Second,26,23,M,0.34660416666666666,1920,0,0,-0.25161616200000003
33,39,I,N,0.858333333,0.882272727,47.19,155,﻿64be50112422ccf115aa23f7,151,X,Second,26,23,M,0.34660416666666666,1920,0,0,0.023939394000000003
33,42,I,I,0.874074074,0.936136364,35.25,166,﻿64be50112422ccf115aa23f7,152,B,Second,26,23,M,0.34660416666666666,1920,0,0,0.062062289999999964
33,29,I,N,0.684259259,0.702727273,71.6,115,﻿64be50112422ccf115aa23f7,153,X,Second,26,23,M,0.34660416666666666,1920,0,0,0.018468014000000088
33,19,N,I,0.473148148,0.523181818,86.21,76,﻿64be50112422ccf115aa23f7,154,Y,Second,26,23,M,0.34660416666666666,1920,0,0,0.050033669999999975
33,9,N,N,0.647222222,0.343636364,94.9,33,﻿64be50112422ccf115aa23f7,155,A,Second,26,23,M,0.34660416666666666,1920,0,0,-0.303585858
33,14,N,N,0.743518519,0.433409091,91.2,53,﻿64be50112422ccf115aa23f7,156,A,Second,26,23,M,0.34660416666666666,1920,0,0,-0.31010942799999996
33,17,N,I,0.371296296,0.487272727,88.33,68,﻿64be50112422ccf115aa23f7,157,Y,Second,26,23,M,0.34660416666666666,1920,0,0,0.11597643099999999
33,24,I,N,0.543518519,0.612954545,79.66,95,﻿64be50112422ccf115aa23f7,158,X,Second,26,23,M,0.34660416666666666,1920,0,0,0.06943602599999998
33,13,N,N,0.669444444,0.415454545,91.98,49,﻿64be50112422ccf115aa23f7,159,A,Second,26,23,M,0.34660416666666666,1920,0,0,-0.253989899
33,38,N,N,0.952777778,0.864318182,50.47,149,﻿64be50112422ccf115aa23f7,160,A,Second,26,23,M,0.34660416666666666,1920,0,0,-0.08845959599999997
33,2,N,I,0.306481481,0.217954545,98.2,8,﻿64be50112422ccf115aa23f7,161,Y,Second,26,23,M,0.34660416666666666,1920,0,0,-0.088526936
33,41,N,I,0.752777778,0.918181818,39.66,164,﻿64be50112422ccf115aa23f7,162,Y,Second,26,23,M,0.34660416666666666,1920,0,0,0.16540403999999997
33,35,I,I,0.627777778,0.810454545,58.87,138,﻿64be50112422ccf115aa23f7,164,B,Second,26,23,M,0.34660416666666666,1920,0,0,0.18267676700000002
33,27,N,N,0.722222222,0.666818182,75.05,105,﻿64be50112422ccf115aa23f7,165,A,Second,26,23,M,0.34660416666666666,1920,0,0,-0.05540403999999999
33,32,I,I,0.687962963,0.756590909,65.73,126,﻿64be50112422ccf115aa23f7,166,B,Second,26,23,M,0.34660416666666666,1920,0,0,0.068627946
33,21,I,N,0.687037037,0.559090909,83.77,83,﻿64be50112422ccf115aa23f7,167,X,Second,26,23,M,0.34660416666666666,1920,0,0,-0.12794612799999994
33,20,N,I,0.606481481,0.541136364,85.04,80,﻿64be50112422ccf115aa23f7,168,Y,Second,26,23,M,0.34660416666666666,1920,0,0,-0.06534511700000001
33,41,N,N,0.938888889,0.918181818,39.66,161,﻿64be50112422ccf115aa23f7,169,A,Second,26,23,M,0.34660416666666666,1920,0,0,-0.02070707100000002
33,21,N,I,0.621296296,0.559090909,83.77,84,﻿64be50112422ccf115aa23f7,170,Y,Second,26,23,M,0.34660416666666666,1920,0,0,-0.062205387
33,29,N,I,0.726851852,0.702727273,71.6,116,﻿64be50112422ccf115aa23f7,171,Y,Second,26,23,M,0.34660416666666666,1920,0,0,-0.02412457899999998
33,36,N,N,0.926851852,0.828409091,56.22,141,﻿64be50112422ccf115aa23f7,172,A,Second,26,23,M,0.34660416666666666,1920,0,0,-0.09844276099999993
33,42,N,N,0.977777778,0.936136364,35.25,165,﻿64be50112422ccf115aa23f7,173,A,Second,26,23,M,0.34660416666666666,1920,0,0,-0.04164141399999999
33,18,I,I,0.284259259,0.505227273,87.36,70,﻿64be50112422ccf115aa23f7,174,B,Second,26,23,M,0.34660416666666666,1920,0,0,0.22096801400000005
33,40,N,N,0.877777778,0.900227273,43.56,157,﻿64be50112422ccf115aa23f7,175,A,Second,26,23,M,0.34660416666666666,1920,0,0,0.02244949500000004
33,4,I,N,0.214814815,0.253863636,97.45,15,﻿64be50112422ccf115aa23f7,176,X,Second,26,23,M,0.34660416666666666,1920,0,0,0.03904882100000001
33,14,N,I,0.30462963,0.433409091,91.2,56,﻿64be50112422ccf115aa23f7,177,Y,Second,26,23,M,0.34660416666666666,1920,0,0,0.12877946100000004
33,6,I,I,0.262962963,0.289772727,96.58,22,﻿64be50112422ccf115aa23f7,178,B,Second,26,23,M,0.34660416666666666,1920,0,0,0.026809764000000014
33,40,I,N,0.876851852,0.900227273,43.56,159,﻿64be50112422ccf115aa23f7,179,X,Second,26,23,M,0.34660416666666666,1920,0,0,0.023375421000000007
33,18,N,N,0.601851852,0.505227273,87.36,69,﻿64be50112422ccf115aa23f7,180,A,Second,26,23,M,0.34660416666666666,1920,0,0,-0.09662457899999999
33,27,I,I,0.423148148,0.666818182,75.05,106,﻿64be50112422ccf115aa23f7,181,B,Second,26,23,M,0.34660416666666666,1920,0,0,0.24367003399999998
33,3,I,I,0.221296296,0.235909091,97.87,10,﻿64be50112422ccf115aa23f7,182,B,Second,26,23,M,0.34660416666666666,1920,0,0,0.014612794999999984
33,36,I,I,0.601851852,0.828409091,56.22,142,﻿64be50112422ccf115aa23f7,183,B,Second,26,23,M,0.34660416666666666,1920,0,0,0.22655723900000002
33,12,N,N,0.612037037,0.3975,92.82,45,﻿64be50112422ccf115aa23f7,184,A,Second,26,23,M,0.34660416666666666,1920,0,0,-0.21453703699999999
33,45,N,I,1,0.99,14.13,180,﻿64be50112422ccf115aa23f7,185,Y,Second,26,23,M,0.34660416666666666,1920,0,0,-0.010000000000000009
5,3,N,N,0.399739583,0.235909091,97.87,9,﻿64be4f7400d2e84a87766320,0,A,First,20,31,F,0.3644509516837482,1366,66.66666666666666,4,-0.16383049200000002
5,2,N,I,0.296875,0.217954545,98.2,8,﻿64be4f7400d2e84a87766320,1,Y,First,20,31,F,0.3644509516837482,1366,66.66666666666666,4,-0.078920455
5,35,N,I,0.74609375,0.810454545,58.87,140,﻿64be4f7400d2e84a87766320,2,Y,First,20,31,F,0.3644509516837482,1366,66.66666666666666,4,0.06436079500000003
5,29,I,I,0.59765625,0.702727273,71.6,114,﻿64be4f7400d2e84a87766320,3,B,First,20,31,F,0.3644509516837482,1366,66.66666666666666,4,0.10507102300000004
5,36,N,I,0.8984375,0.828409091,56.22,144,﻿64be4f7400d2e84a87766320,4,Y,First,20,31,F,0.3644509516837482,1366,66.66666666666666,4,-0.07002840899999996
5,26,N,I,0.803385417,0.648863636,76.62,104,﻿64be4f7400d2e84a87766320,5,Y,First,20,31,F,0.3644509516837482,1366,66.66666666666666,4,-0.15452178100000002
5,8,I,N,0.247395833,0.325681818,95.52,31,﻿64be4f7400d2e84a87766320,6,X,First,20,31,F,0.3644509516837482,1366,66.66666666666666,4,0.078285985
5,5,I,I,0.296875,0.271818182,96.99,18,﻿64be4f7400d2e84a87766320,7,B,First,20,31,F,0.3644509516837482,1366,66.66666666666666,4,-0.02505681799999998
5,3,I,N,0.302083333,0.235909091,97.87,11,﻿64be4f7400d2e84a87766320,8,X,First,20,31,F,0.3644509516837482,1366,66.66666666666666,4,-0.06617424200000002
5,15,I,N,0.24609375,0.451363636,90.29,59,﻿64be4f7400d2e84a87766320,9,X,First,20,31,F,0.3644509516837482,1366,66.66666666666666,4,0.205269886
5,37,N,I,0.901041667,0.846363636,53.4,148,﻿64be4f7400d2e84a87766320,10,Y,First,20,31,F,0.3644509516837482,1366,66.66666666666666,4,-0.054678031000000016
5,12,N,N,0.654947917,0.3975,92.82,45,﻿64be4f7400d2e84a87766320,11,A,First,20,31,F,0.3644509516837482,1366,66.66666666666666,4,-0.25744791699999997
5,17,I,N,0.546875,0.487272727,88.33,67,﻿64be4f7400d2e84a87766320,12,X,First,20,31,F,0.3644509516837482,1366,66.66666666666666,4,-0.05960227299999998
5,30,I,I,0.65234375,0.720681818,69.76,118,﻿64be4f7400d2e84a87766320,13,B,First,20,31,F,0.3644509516837482,1366,66.66666666666666,4,0.06833806799999997
5,17,N,I,0.595052083,0.487272727,88.33,68,﻿64be4f7400d2e84a87766320,14,Y,First,20,31,F,0.3644509516837482,1366,66.66666666666666,4,-0.10777935599999999
5,14,I,N,0.49609375,0.433409091,91.2,55,﻿64be4f7400d2e84a87766320,15,X,First,20,31,F,0.3644509516837482,1366,66.66666666666666,4,-0.06268465899999998
5,38,I,I,0.796875,0.864318182,50.47,150,﻿64be4f7400d2e84a87766320,16,B,First,20,31,F,0.3644509516837482,1366,66.66666666666666,4,0.06744318199999999
5,12,N,I,0.4453125,0.3975,92.82,48,﻿64be4f7400d2e84a87766320,17,Y,First,20,31,F,0.3644509516837482,1366,66.66666666666666,4,-0.04781249999999998
5,17,N,N,0.69921875,0.487272727,88.33,65,﻿64be4f7400d2e84a87766320,18,A,First,20,31,F,0.3644509516837482,1366,66.66666666666666,4,-0.21194602299999998
5,11,N,N,0.602864583,0.379545455,93.55,41,﻿64be4f7400d2e84a87766320,19,A,First,20,31,F,0.3644509516837482,1366,66.66666666666666,4,-0.22331912800000003
5,32,I,N,0.654947917,0.756590909,65.73,127,﻿64be4f7400d2e84a87766320,20,X,First,20,31,F,0.3644509516837482,1366,66.66666666666666,4,0.10164299200000004
5,10,N,I,0.401041667,0.361590909,94.23,40,﻿64be4f7400d2e84a87766320,21,Y,First,20,31,F,0.3644509516837482,1366,66.66666666666666,4,-0.039450757999999975
5,32,I,I,0.604166667,0.756590909,65.73,126,﻿64be4f7400d2e84a87766320,22,B,First,20,31,F,0.3644509516837482,1366,66.66666666666666,4,0.15242424200000004
5,6,N,I,0.303385417,0.289772727,96.58,24,﻿64be4f7400d2e84a87766320,23,Y,First,20,31,F,0.3644509516837482,1366,66.66666666666666,4,-0.013612689999999983
5,31,I,N,0.751302083,0.738636364,67.86,123,﻿64be4f7400d2e84a87766320,24,X,First,20,31,F,0.3644509516837482,1366,66.66666666666666,4,-0.01266571900000002
5,31,I,I,0.654947917,0.738636364,67.86,122,﻿64be4f7400d2e84a87766320,25,B,First,20,31,F,0.3644509516837482,1366,66.66666666666666,4,0.083688447
5,44,I,N,0.946614583,0.972045455,23.65,175,﻿64be4f7400d2e84a87766320,26,X,First,20,31,F,0.3644509516837482,1366,66.66666666666666,4,0.025430871999999938
5,14,I,I,0.302083333,0.433409091,91.2,54,﻿64be4f7400d2e84a87766320,27,B,First,20,31,F,0.3644509516837482,1366,66.66666666666666,4,0.13132575800000001
5,18,N,I,0.501302083,0.505227273,87.36,72,﻿64be4f7400d2e84a87766320,28,Y,First,20,31,F,0.3644509516837482,1366,66.66666666666666,4,0.003925190000000023
5,6,N,N,0.453125,0.289772727,96.58,21,﻿64be4f7400d2e84a87766320,29,A,First,20,31,F,0.3644509516837482,1366,66.66666666666666,4,-0.163352273
5,26,I,N,0.752604167,0.648863636,76.62,103,﻿64be4f7400d2e84a87766320,30,X,First,20,31,F,0.3644509516837482,1366,66.66666666666666,4,-0.10374053100000002
5,19,I,I,0.446614583,0.523181818,86.21,74,﻿64be4f7400d2e84a87766320,31,B,First,20,31,F,0.3644509516837482,1366,66.66666666666666,4,0.07656723499999996
5,10,I,I,0.397135417,0.361590909,94.23,38,﻿64be4f7400d2e84a87766320,32,B,First,20,31,F,0.3644509516837482,1366,66.66666666666666,4,-0.035544507999999975
5,11,I,N,0.348958333,0.379545455,93.55,43,﻿64be4f7400d2e84a87766320,33,X,First,20,31,F,0.3644509516837482,1366,66.66666666666666,4,0.030587121999999967
5,23,I,I,0.598958333,0.595,81.13,90,﻿64be4f7400d2e84a87766320,34,B,First,20,31,F,0.3644509516837482,1366,66.66666666666666,4,-0.003958333000000036
5,4,I,N,0.403645833,0.253863636,97.45,15,﻿64be4f7400d2e84a87766320,35,X,First,20,31,F,0.3644509516837482,1366,66.66666666666666,4,-0.149782197
